"mGene","hGene"
"ENSMUSG00000025991","Psun_G000010150"
"ENSMUSG00000062209","Psun_G000000334"
"ENSMUSG00000025952","Psun_G000010129"
"ENSMUSG00000100846","Psun_G000010133"
"ENSMUSG00000025950","Psun_G000010134"
"ENSMUSG00000097057","Psun_G000010132"
"ENSMUSG00000073658","Psun_G000010130"
"ENSMUSG00000026196","Psun_G000010156"
"ENSMUSG00000039395","Psun_G000010162"
"ENSMUSG00000025962","Psun_G000010119"
"ENSMUSG00000025961","Psun_G000010120"
"ENSMUSG00000026189","Psun_G000010163"
"ENSMUSG00000039323","Psun_G000010170"
"ENSMUSG00000026185","Psun_G000010171"
"ENSMUSG00000039354","Psun_G000010168"
"ENSMUSG00000046330","Psun_G000010169"
"ENSMUSG00000050296","Psun_G000010157"
"ENSMUSG00000026023","Psun_G000010074"
"ENSMUSG00000072295","Psun_G000010066"
"ENSMUSG00000116961","Psun_G000012898"
"ENSMUSG00000038079","Psun_G000010069"
"ENSMUSG00000079550","Psun_G000010070"
"ENSMUSG00000101812","Psun_G000010173"
"ENSMUSG00000006304","Psun_G000010188"
"ENSMUSG00000026179","Psun_G000010190"
"ENSMUSG00000048480","Psun_G000010186"
"ENSMUSG00000055322","Psun_G000010181"
"ENSMUSG00000038174","Psun_G000010056"
"ENSMUSG00000026037","Psun_G000010055"
"ENSMUSG00000015222","Psun_G000010139"
"ENSMUSG00000055567","Psun_G000010140"
"ENSMUSG00000026004","Psun_G000010144"
"ENSMUSG00000026782","Psun_G000010091"
"ENSMUSG00000026180","Psun_G000010185"
"ENSMUSG00000026020","Psun_G000010079"
"ENSMUSG00000067336","Psun_G000010081"
"ENSMUSG00000084799","Psun_G000010108"
"ENSMUSG00000025967","Psun_G000010110"
"ENSMUSG00000025968","Psun_G000010109"
"ENSMUSG00000046856","Psun_G000010112"
"ENSMUSG00000026192","Psun_G000010159"
"ENSMUSG00000026193","Psun_G000010161"
"ENSMUSG00000055197","Psun_G000010218"
"ENSMUSG00000006546","Psun_G000010219"
"ENSMUSG00000047021","Psun_G000010220"
"ENSMUSG00000006538","Psun_G000010222"
"ENSMUSG00000023106","Psun_G000020023"
"ENSMUSG00000026162","Psun_G000010226"
"ENSMUSG00000026167","Psun_G000010216"
"ENSMUSG00000006542","Psun_G000010214"
"ENSMUSG00000033227","Psun_G000010217"
"ENSMUSG00000028273","Psun_G000015073"
"ENSMUSG00000026177","Psun_G000010196"
"ENSMUSG00000006299","Psun_G000010189"
"ENSMUSG00000006301","Psun_G000010192"
"ENSMUSG00000026176","Psun_G000010197"
"ENSMUSG00000004872","Psun_G000010273"
"ENSMUSG00000112515","Psun_G000010272"
"ENSMUSG00000101840","Psun_G000010246"
"ENSMUSG00000033061","Psun_G000010247"
"ENSMUSG00000026209","Psun_G000010249"
"ENSMUSG00000026235","Psun_G000010271"
"ENSMUSG00000026205","Psun_G000010227"
"ENSMUSG00000033159","Psun_G000010228"
"ENSMUSG00000026188","Psun_G000010165"
"ENSMUSG00000026187","Psun_G000010166"
"ENSMUSG00000039488","Psun_G000010276"
"ENSMUSG00000050711","Psun_G000010280"
"ENSMUSG00000054702","Psun_G000010281"
"ENSMUSG00000026245","Psun_G000010275"
"ENSMUSG00000026208","Psun_G000010250"
"ENSMUSG00000026207","Psun_G000010251"
"ENSMUSG00000033021","Psun_G000010255"
"ENSMUSG00000033007","Psun_G000010257"
"ENSMUSG00000032997","Psun_G000010259"
"ENSMUSG00000079470","Psun_G000010277"
"ENSMUSG00000026249","Psun_G000010287"
"ENSMUSG00000026248","Psun_G000010286"
"ENSMUSG00000073643","Psun_G000010285"
"ENSMUSG00000111771","Psun_G000019264"
"ENSMUSG00000004364","Psun_G000010289"
"ENSMUSG00000054976","Psun_G000010292"
"ENSMUSG00000026149","Psun_G000010300"
"ENSMUSG00000049339","Psun_G000010229"
"ENSMUSG00000039529","Psun_G000003301"
"ENSMUSG00000026197","Psun_G000010231"
"ENSMUSG00000026199","Psun_G000010237"
"ENSMUSG00000026200","Psun_G000010238"
"ENSMUSG00000026201","Psun_G000010240"
"ENSMUSG00000026202","Psun_G000010243"
"ENSMUSG00000026203","Psun_G000010245"
"ENSMUSG00000099519","Psun_G000010232"
"ENSMUSG00000033124","Psun_G000010234"
"ENSMUSG00000026142","Psun_G000010293"
"ENSMUSG00000051703","Psun_G000010262"
"ENSMUSG00000026211","Psun_G000010263"
"ENSMUSG00000026213","Psun_G000010264"
"ENSMUSG00000006576","Psun_G000010265"
"ENSMUSG00000026227","Psun_G000010335"
"ENSMUSG00000031129","Psun_G000010288"
"ENSMUSG00000026166","Psun_G000010305"
"ENSMUSG00000079457","Psun_G000010317"
"ENSMUSG00000036707","Psun_G000010329"
"ENSMUSG00000026223","Psun_G000010332"
"ENSMUSG00000026222","Psun_G000010324"
"ENSMUSG00000029647","Psun_G000019536"
"ENSMUSG00000052760","Psun_G000010328"
"ENSMUSG00000026226","Psun_G000010334"
"ENSMUSG00000033276","Psun_G000010208"
"ENSMUSG00000033257","Psun_G000010211"
"ENSMUSG00000026170","Psun_G000010213"
"ENSMUSG00000026163","Psun_G000010308"
"ENSMUSG00000026241","Psun_G000010353"
"ENSMUSG00000026238","Psun_G000010347"
"ENSMUSG00000026239","Psun_G000010348"
"ENSMUSG00000026043","Psun_G000009964"
"ENSMUSG00000026042","Psun_G000009966"
"ENSMUSG00000026219","Psun_G000010310"
"ENSMUSG00000036500","Psun_G000010358"
"ENSMUSG00000079440","Psun_G000010357"
"ENSMUSG00000026247","Psun_G000010359"
"ENSMUSG00000025949","Psun_G000010136"
"ENSMUSG00000025946","Psun_G000010137"
"ENSMUSG00000026003","Psun_G000010145"
"ENSMUSG00000061816","Psun_G000010147"
"ENSMUSG00000026000","Psun_G000010148"
"ENSMUSG00000026174","Psun_G000010202"
"ENSMUSG00000026135","Psun_G000010205"
"ENSMUSG00000026171","Psun_G000010207"
"ENSMUSG00000026173","Psun_G000010204"
"ENSMUSG00000026289","Psun_G000010377"
"ENSMUSG00000026234","Psun_G000010345"
"ENSMUSG00000026237","Psun_G000010346"
"ENSMUSG00000026229","Psun_G000010338"
"ENSMUSG00000026228","Psun_G000010337"
"ENSMUSG00000090246","Psun_G000010322"
"ENSMUSG00000032224","Psun_G000019350"
"ENSMUSG00000044783","Psun_G000010398"
"ENSMUSG00000099401","Psun_G000010355"
"ENSMUSG00000101940","Psun_G000010356"
"ENSMUSG00000026240","Psun_G000010350"
"ENSMUSG00000049866","Psun_G000010403"
"ENSMUSG00000073633","Psun_G000010312"
"ENSMUSG00000025221","Psun_G000013271"
"ENSMUSG00000036206","Psun_G000010404"
"ENSMUSG00000073664","Psun_G000010088"
"ENSMUSG00000049439","Psun_G000010089"
"ENSMUSG00000044337","Psun_G000010411"
"ENSMUSG00000034486","Psun_G000010405"
"ENSMUSG00000092627","Psun_G000010406"
"ENSMUSG00000067081","Psun_G000010408"
"ENSMUSG00000079445","Psun_G000010344"
"ENSMUSG00000026175","Psun_G000010198"
"ENSMUSG00000034432","Psun_G000010412"
"ENSMUSG00000026295","Psun_G000010402"
"ENSMUSG00000026301","Psun_G000010410"
"ENSMUSG00000007805","Psun_G000010450"
"ENSMUSG00000079434","Psun_G000010372"
"ENSMUSG00000026259","Psun_G000010371"
"ENSMUSG00000026303","Psun_G000010415"
"ENSMUSG00000026304","Psun_G000010416"
"ENSMUSG00000026260","Psun_G000010455"
"ENSMUSG00000089675","Psun_G000010392"
"ENSMUSG00000090171","Psun_G000010395"
"ENSMUSG00000079429","Psun_G000010396"
"ENSMUSG00000020229","Psun_G000010394"
"ENSMUSG00000073616","Psun_G000010456"
"ENSMUSG00000067158","Psun_G000010296"
"ENSMUSG00000036480","Psun_G000010360"
"ENSMUSG00000026251","Psun_G000010361"
"ENSMUSG00000026253","Psun_G000010362"
"ENSMUSG00000026254","Psun_G000010364"
"ENSMUSG00000026255","Psun_G000010367"
"ENSMUSG00000034220","Psun_G000010457"
"ENSMUSG00000034212","Psun_G000010458"
"ENSMUSG00000070732","Psun_G000010421"
"ENSMUSG00000034343","Psun_G000010422"
"ENSMUSG00000048000","Psun_G000010368"
"ENSMUSG00000084989","Psun_G000010472"
"ENSMUSG00000026272","Psun_G000010470"
"ENSMUSG00000034159","Psun_G000010471"
"ENSMUSG00000055866","Psun_G000010441"
"ENSMUSG00000094651","Psun_G000010508"
"ENSMUSG00000034000","Psun_G000010509"
"ENSMUSG00000026285","Psun_G000010511"
"ENSMUSG00000020992","Psun_G000000715"
"ENSMUSG00000026278","Psun_G000010497"
"ENSMUSG00000047067","Psun_G000010459"
"ENSMUSG00000026269","Psun_G000010460"
"ENSMUSG00000026270","Psun_G000010464"
"ENSMUSG00000100632","Psun_G000010466"
"ENSMUSG00000045091","Psun_G000010467"
"ENSMUSG00000026313","Psun_G000010453"
"ENSMUSG00000040710","Psun_G000010513"
"ENSMUSG00000034292","Psun_G000010443"
"ENSMUSG00000026311","Psun_G000010447"
"ENSMUSG00000058325","Psun_G000012329"
"ENSMUSG00000070738","Psun_G000010383"
"ENSMUSG00000005501","Psun_G000010391"
"ENSMUSG00000034107","Psun_G000010482"
"ENSMUSG00000034088","Psun_G000010485"
"ENSMUSG00000048126","Psun_G000010414"
"ENSMUSG00000090322","Psun_G000010429"
"ENSMUSG00000049515","Psun_G000010431"
"ENSMUSG00000026308","Psun_G000010432"
"ENSMUSG00000047443","Psun_G000010434"
"ENSMUSG00000026309","Psun_G000010436"
"ENSMUSG00000100253","Psun_G000010437"
"ENSMUSG00000067071","Psun_G000010438"
"ENSMUSG00000024227","Psun_G000010523"
"ENSMUSG00000026276","Psun_G000010487"
"ENSMUSG00000034066","Psun_G000010488"
"ENSMUSG00000048915","Psun_G000010526"
"ENSMUSG00000024228","Psun_G000010524"
"ENSMUSG00000117191","Psun_G000010525"
"ENSMUSG00000024085","Psun_G000010532"
"ENSMUSG00000000127","Psun_G000010527"
"ENSMUSG00000024098","Psun_G000010542"
"ENSMUSG00000040705","Psun_G000010541"
"ENSMUSG00000026305","Psun_G000010417"
"ENSMUSG00000026141","Psun_G000001953"
"ENSMUSG00000024083","Psun_G000010530"
"ENSMUSG00000056515","Psun_G000010537"
"ENSMUSG00000024091","Psun_G000010535"
"ENSMUSG00000026288","Psun_G000010374"
"ENSMUSG00000056055","Psun_G000010381"
"ENSMUSG00000031919","Psun_G000027803"
"ENSMUSG00000035842","Psun_G000010552"
"ENSMUSG00000038608","Psun_G000010291"
"ENSMUSG00000110100","Psun_G000010290"
"ENSMUSG00000033278","Psun_G000010559"
"ENSMUSG00000079465","Psun_G000010297"
"ENSMUSG00000026150","Psun_G000010298"
"ENSMUSG00000091636","Psun_G000010574"
"ENSMUSG00000096988","Psun_G000010573"
"ENSMUSG00000097282","Psun_G000010575"
"ENSMUSG00000024053","Psun_G000010593"
"ENSMUSG00000003279","Psun_G000010576"
"ENSMUSG00000093622","Psun_G000010577"
"ENSMUSG00000050621","Psun_G000010579"
"ENSMUSG00000047407","Psun_G000010578"
"ENSMUSG00000117098","Psun_G000010580"
"ENSMUSG00000024048","Psun_G000010581"
"ENSMUSG00000024044","Psun_G000010572"
"ENSMUSG00000026280","Psun_G000010500"
"ENSMUSG00000026283","Psun_G000010505"
"ENSMUSG00000073609","Psun_G000010506"
"ENSMUSG00000026279","Psun_G000010498"
"ENSMUSG00000101952","Psun_G000010499"
"ENSMUSG00000026281","Psun_G000010503"
"ENSMUSG00000026335","Psun_G000010518"
"ENSMUSG00000026333","Psun_G000010519"
"ENSMUSG00000026159","Psun_G000010301"
"ENSMUSG00000038496","Psun_G000010304"
"ENSMUSG00000063698","Psun_G000010302"
"ENSMUSG00000047793","Psun_G000010473"
"ENSMUSG00000026275","Psun_G000010481"
"ENSMUSG00000026273","Psun_G000010476"
"ENSMUSG00000026274","Psun_G000010478"
"ENSMUSG00000024101","Psun_G000010547"
"ENSMUSG00000034647","Psun_G000010544"
"ENSMUSG00000061950","Psun_G000010539"
"ENSMUSG00000024052","Psun_G000010590"
"ENSMUSG00000052105","Psun_G000010555"
"ENSMUSG00000023460","Psun_G000010556"
"ENSMUSG00000032796","Psun_G000010563"
"ENSMUSG00000024043","Psun_G000010566"
"ENSMUSG00000040648","Psun_G000010520"
"ENSMUSG00000055660","Psun_G000010598"
"ENSMUSG00000053799","Psun_G000013105"
"ENSMUSG00000024049","Psun_G000010583"
"ENSMUSG00000024256","Psun_G000010600"
"ENSMUSG00000014932","Psun_G000010601"
"ENSMUSG00000118435","Psun_G000010602"
"ENSMUSG00000025747","Psun_G000010603"
"ENSMUSG00000040693","Psun_G000010515"
"ENSMUSG00000055409","Psun_G000010516"
"ENSMUSG00000027778","Psun_G000010517"
"ENSMUSG00000112201","Psun_G000010514"
"ENSMUSG00000024054","Psun_G000010594"
"ENSMUSG00000024056","Psun_G000010596"
"ENSMUSG00000059146","Psun_G000011516"
"ENSMUSG00000083847","Psun_G000027872"
"ENSMUSG00000028261","Psun_G000010611"
"ENSMUSG00000022788","Psun_G000010612"
"ENSMUSG00000055373","Psun_G000010606"
"ENSMUSG00000040359","Psun_G000010608"
"ENSMUSG00000028259","Psun_G000010609"
"ENSMUSG00000085885","Psun_G000010610"
"ENSMUSG00000045751","Psun_G000010614"
"ENSMUSG00000086681","Psun_G000010613"
"ENSMUSG00000040410","Psun_G000010618"
"ENSMUSG00000028246","Psun_G000010619"
"ENSMUSG00000028251","Psun_G000010625"
"ENSMUSG00000040478","Psun_G000010627"
"ENSMUSG00000028252","Psun_G000010626"
"ENSMUSG00000081920","Psun_G000010628"
"ENSMUSG00000021514","Psun_G000010632"
"ENSMUSG00000028247","Psun_G000010621"
"ENSMUSG00000028248","Psun_G000010622"
"ENSMUSG00000033653","Psun_G000002442"
"ENSMUSG00000085945","Psun_G000010624"
"ENSMUSG00000055761","Psun_G000010633"
"ENSMUSG00000073987","Psun_G000010634"
"ENSMUSG00000073988","Psun_G000010636"
"ENSMUSG00000047213","Psun_G000010637"
"ENSMUSG00000025128","Psun_G000010642"
"ENSMUSG00000039519","Psun_G000010643"
"ENSMUSG00000083829","Psun_G000010645"
"ENSMUSG00000060019","Psun_G000010646"
"ENSMUSG00000112611","Psun_G000010648"
"ENSMUSG00000104411","Psun_G000010641"
"ENSMUSG00000027601","Psun_G000010651"
"ENSMUSG00000027599","Psun_G000010650"
"ENSMUSG00000087108","Psun_G000010653"
"ENSMUSG00000027344","Psun_G000010654"
"ENSMUSG00000061486","Psun_G000010655"
"ENSMUSG00000051279","Psun_G000010656"
"ENSMUSG00000028224","Psun_G000010657"
"ENSMUSG00000059482","Psun_G000010658"
"ENSMUSG00000050323","Psun_G000010664"
"ENSMUSG00000049969","Psun_G000010661"
"ENSMUSG00000028211","Psun_G000010665"
"ENSMUSG00000040728","Psun_G000010671"
"ENSMUSG00000040720","Psun_G000010672"
"ENSMUSG00000078773","Psun_G000010674"
"ENSMUSG00000086103","Psun_G000010675"
"ENSMUSG00000028214","Psun_G000010677"
"ENSMUSG00000028217","Psun_G000010678"
"ENSMUSG00000049225","Psun_G000010680"
"ENSMUSG00000040738","Psun_G000010666"
"ENSMUSG00000038462","Psun_G000023315"
"ENSMUSG00000045205","Psun_G000010669"
"ENSMUSG00000046667","Psun_G000010683"
"ENSMUSG00000049488","Psun_G000010681"
"ENSMUSG00000006586","Psun_G000010686"
"ENSMUSG00000028221","Psun_G000010692"
"ENSMUSG00000040536","Psun_G000010693"
"ENSMUSG00000040550","Psun_G000010689"
"ENSMUSG00000043252","Psun_G000010694"
"ENSMUSG00000040520","Psun_G000010696"
"ENSMUSG00000051285","Psun_G000010699"
"ENSMUSG00000025907","Psun_G000010702"
"ENSMUSG00000025905","Psun_G000010703"
"ENSMUSG00000033793","Psun_G000010704"
"ENSMUSG00000002459","Psun_G000010706"
"ENSMUSG00000033845","Psun_G000010709"
"ENSMUSG00000104217","Psun_G000010708"
"ENSMUSG00000021078","Psun_G000010710"
"ENSMUSG00000033740","Psun_G000010700"
"ENSMUSG00000025902","Psun_G000010711"
"ENSMUSG00000028232","Psun_G000010715"
"ENSMUSG00000042228","Psun_G000010717"
"ENSMUSG00000081660","Psun_G000010718"
"ENSMUSG00000028234","Psun_G000010719"
"ENSMUSG00000003282","Psun_G000010720"
"ENSMUSG00000028233","Psun_G000010716"
"ENSMUSG00000042198","Psun_G000010721"
"ENSMUSG00000028236","Psun_G000010722"
"ENSMUSG00000071019","Psun_G000010723"
"ENSMUSG00000045573","Psun_G000010724"
"ENSMUSG00000085996","Psun_G000010725"
"ENSMUSG00000066324","Psun_G000010726"
"ENSMUSG00000049119","Psun_G000010727"
"ENSMUSG00000028249","Psun_G000010734"
"ENSMUSG00000028240","Psun_G000010733"
"ENSMUSG00000087579","Psun_G000013093"
"ENSMUSG00000030987","Psun_G000011838"
"ENSMUSG00000028245","Psun_G000010736"
"ENSMUSG00000041272","Psun_G000010737"
"ENSMUSG00000047187","Psun_G000010738"
"ENSMUSG00000041235","Psun_G000010739"
"ENSMUSG00000030630","Psun_G000011643"
"ENSMUSG00000060913","Psun_G000010752"
"ENSMUSG00000095159","Psun_G000010746"
"ENSMUSG00000025912","Psun_G000010758"
"ENSMUSG00000061024","Psun_G000010753"
"ENSMUSG00000025911","Psun_G000010754"
"ENSMUSG00000079671","Psun_G000010756"
"ENSMUSG00000099032","Psun_G000010761"
"ENSMUSG00000087199","Psun_G000010762"
"ENSMUSG00000025917","Psun_G000010763"
"ENSMUSG00000025915","Psun_G000010759"
"ENSMUSG00000046101","Psun_G000010760"
"ENSMUSG00000042501","Psun_G000010768"
"ENSMUSG00000067851","Psun_G000010767"
"ENSMUSG00000048960","Psun_G000010769"
"ENSMUSG00000042414","Psun_G000010775"
"ENSMUSG00000025935","Psun_G000010778"
"ENSMUSG00000016918","Psun_G000010772"
"ENSMUSG00000025938","Psun_G000010773"
"ENSMUSG00000067813","Psun_G000010782"
"ENSMUSG00000025937","Psun_G000010781"
"ENSMUSG00000025932","Psun_G000010783"
"ENSMUSG00000054493","Psun_G000010787"
"ENSMUSG00000005886","Psun_G000010776"
"ENSMUSG00000032769","Psun_G000010788"
"ENSMUSG00000032719","Psun_G000010790"
"ENSMUSG00000025920","Psun_G000010795"
"ENSMUSG00000025921","Psun_G000010794"
"ENSMUSG00000106926","Psun_G000023097"
"ENSMUSG00000025779","Psun_G000010802"
"ENSMUSG00000025939","Psun_G000010799"
"ENSMUSG00000079658","Psun_G000010801"
"ENSMUSG00000042686","Psun_G000010805"
"ENSMUSG00000086224","Psun_G000010813"
"ENSMUSG00000025777","Psun_G000010809"
"ENSMUSG00000100053","Psun_G000010810"
"ENSMUSG00000025255","Psun_G000010815"
"ENSMUSG00000040329","Psun_G000010822"
"ENSMUSG00000043542","Psun_G000010821"
"ENSMUSG00000040289","Psun_G000010824"
"ENSMUSG00000027500","Psun_G000010823"
"ENSMUSG00000099895","Psun_G000010811"
"ENSMUSG00000017688","Psun_G000010812"
"ENSMUSG00000040374","Psun_G000010816"
"ENSMUSG00000027508","Psun_G000010837"
"ENSMUSG00000040209","Psun_G000010836"
"ENSMUSG00000081056","Psun_G000010839"
"ENSMUSG00000027506","Psun_G000010827"
"ENSMUSG00000117719","Psun_G000010826"
"ENSMUSG00000027536","Psun_G000010846"
"ENSMUSG00000027531","Psun_G000010843"
"ENSMUSG00000039795","Psun_G000010844"
"ENSMUSG00000027534","Psun_G000010847"
"ENSMUSG00000027552","Psun_G000010853"
"ENSMUSG00000103124","Psun_G000010840"
"ENSMUSG00000027528","Psun_G000010841"
"ENSMUSG00000044583","Psun_G000010842"
"ENSMUSG00000078783","Psun_G000010862"
"ENSMUSG00000027556","Psun_G000010855"
"ENSMUSG00000079022","Psun_G000010866"
"ENSMUSG00000039710","Psun_G000010848"
"ENSMUSG00000027550","Psun_G000010851"
"ENSMUSG00000027555","Psun_G000010854"
"ENSMUSG00000027559","Psun_G000010857"
"ENSMUSG00000027562","Psun_G000010858"
"ENSMUSG00000025893","Psun_G000010875"
"ENSMUSG00000036800","Psun_G000010868"
"ENSMUSG00000062200","Psun_G000014226"
"ENSMUSG00000025899","Psun_G000010870"
"ENSMUSG00000027499","Psun_G000010820"
"ENSMUSG00000025888","Psun_G000010882"
"ENSMUSG00000025887","Psun_G000010883"
"ENSMUSG00000041124","Psun_G000010877"
"ENSMUSG00000025892","Psun_G000010878"
"ENSMUSG00000018620","Psun_G000010894"
"ENSMUSG00000018623","Psun_G000010896"
"ENSMUSG00000038576","Psun_G000013577"
"ENSMUSG00000022391","Psun_G000010895"
"ENSMUSG00000050912","Psun_G000010898"
"ENSMUSG00000094081","Psun_G000010871"
"ENSMUSG00000025898","Psun_G000010872"
"ENSMUSG00000025894","Psun_G000010874"
"ENSMUSG00000032002","Psun_G000010886"
"ENSMUSG00000050578","Psun_G000010887"
"ENSMUSG00000049723","Psun_G000010888"
"ENSMUSG00000043613","Psun_G000010889"
"ENSMUSG00000043089","Psun_G000010890"
"ENSMUSG00000047562","Psun_G000010891"
"ENSMUSG00000005800","Psun_G000010892"
"ENSMUSG00000070323","Psun_G000010893"
"ENSMUSG00000053070","Psun_G000010902"
"ENSMUSG00000057367","Psun_G000010900"
"ENSMUSG00000059060","Psun_G000000601"
"ENSMUSG00000040729","Psun_G000010903"
"ENSMUSG00000047193","Psun_G000010885"
"ENSMUSG00000031870","Psun_G000010906"
"ENSMUSG00000031925","Psun_G000010914"
"ENSMUSG00000027993","Psun_G000010916"
"ENSMUSG00000079084","Psun_G000010913"
"ENSMUSG00000079083","Psun_G000010912"
"ENSMUSG00000112252","Psun_G000010911"
"ENSMUSG00000032009","Psun_G000010922"
"ENSMUSG00000004096","Psun_G000010924"
"ENSMUSG00000053914","Psun_G000010923"
"ENSMUSG00000013076","Psun_G000010925"
"ENSMUSG00000031932","Psun_G000010931"
"ENSMUSG00000031934","Psun_G000010933"
"ENSMUSG00000036912","Psun_G000010926"
"ENSMUSG00000049307","Psun_G000010927"
"ENSMUSG00000031918","Psun_G000010917"
"ENSMUSG00000037808","Psun_G000010919"
"ENSMUSG00000031936","Psun_G000010934"
"ENSMUSG00000031937","Psun_G000010936"
"ENSMUSG00000031935","Psun_G000010937"
"ENSMUSG00000041323","Psun_G000010930"
"ENSMUSG00000031931","Psun_G000010929"
"ENSMUSG00000031927","Psun_G000010928"
"ENSMUSG00000058173","Psun_G000010942"
"ENSMUSG00000039977","Psun_G000010943"
"ENSMUSG00000043885","Psun_G000010944"
"ENSMUSG00000046111","Psun_G000010940"
"ENSMUSG00000031938","Psun_G000010938"
"ENSMUSG00000001774","Psun_G000010951"
"ENSMUSG00000109564","Psun_G000010955"
"ENSMUSG00000043943","Psun_G000010952"
"ENSMUSG00000054141","Psun_G000010953"
"ENSMUSG00000020309","Psun_G000010957"
"ENSMUSG00000020311","Psun_G000010958"
"ENSMUSG00000040919","Psun_G000010965"
"ENSMUSG00000033272","Psun_G000003545"
"ENSMUSG00000020315","Psun_G000010968"
"ENSMUSG00000034765","Psun_G000013358"
"ENSMUSG00000060923","Psun_G000010964"
"ENSMUSG00000112928","Psun_G000010962"
"ENSMUSG00000044072","Psun_G000010974"
"ENSMUSG00000020458","Psun_G000010975"
"ENSMUSG00000032673","Psun_G000010982"
"ENSMUSG00000020459","Psun_G000010980"
"ENSMUSG00000020461","Psun_G000010977"
"ENSMUSG00000032878","Psun_G000010989"
"ENSMUSG00000020462","Psun_G000010985"
"ENSMUSG00000020463","Psun_G000010986"
"ENSMUSG00000020464","Psun_G000010987"
"ENSMUSG00000020467","Psun_G000010988"
"ENSMUSG00000064090","Psun_G000010990"
"ENSMUSG00000004018","Psun_G000010992"
"ENSMUSG00000085516","Psun_G000010994"
"ENSMUSG00000055010","Psun_G000010995"
"ENSMUSG00000020275","Psun_G000010998"
"ENSMUSG00000020273","Psun_G000010997"
"ENSMUSG00000020283","Psun_G000011002"
"ENSMUSG00000020290","Psun_G000011011"
"ENSMUSG00000007739","Psun_G000011013"
"ENSMUSG00000044068","Psun_G000011014"
"ENSMUSG00000049904","Psun_G000011016"
"ENSMUSG00000106551","Psun_G000011017"
"ENSMUSG00000042302","Psun_G000011019"
"ENSMUSG00000005917","Psun_G000011020"
"ENSMUSG00000025154","Psun_G000013164"
"ENSMUSG00000042208","Psun_G000011003"
"ENSMUSG00000020286","Psun_G000011004"
"ENSMUSG00000020288","Psun_G000011007"
"ENSMUSG00000042363","Psun_G000011031"
"ENSMUSG00000097445","Psun_G000011033"
"ENSMUSG00000049659","Psun_G000011032"
"ENSMUSG00000020149","Psun_G000011037"
"ENSMUSG00000020134","Psun_G000011030"
"ENSMUSG00000045671","Psun_G000011041"
"ENSMUSG00000020142","Psun_G000011034"
"ENSMUSG00000020160","Psun_G000011042"
"ENSMUSG00000001891","Psun_G000011027"
"ENSMUSG00000020128","Psun_G000011028"
"ENSMUSG00000020152","Psun_G000011038"
"ENSMUSG00000016984","Psun_G000011043"
